Player,Season_1,Season_2,Season_3,Season_4,Season_5,Season_6,Season_7,Season_8,Season_9,Season_10,Season_11,Season_12,Season_13,Season_14,Season_15,Season_16,Season_17,Season_18,Season_19,Season_20,Season_21,Season_22,Season_23,Season_24,Season_25
Frank Ramsey,75,75,197,399,654,871,1042,1161,1269,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331
Marc Gasol,0,0,195,301,559,680,897,897,1013,1013,1239,1305,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331
Mike Bibby,0,0,0,324,476,716,814,914,914,986,1131,1224,1297,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324
A.C. Green,22,229,468,620,726,850,901,950,1075,1203,1222,1222,1222,1222,1312,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315
Devin Booker,0,0,0,0,0,601,834,1205,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315
Anfernee Hardaway,56,468,748,903,903,979,1162,1162,1162,1238,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304
Lou Hudson,203,333,575,772,899,1049,1227,1227,1227,1227,1227,1262,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
Alonzo Mourning,214,214,302,356,659,736,844,1060,1095,1095,1095,1095,1186,1266,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291
Bam Adebayo,17,17,355,417,683,1095,1208,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278
Wes Unseld,75,148,386,460,509,580,762,811,878,1047,1242,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260
Andrew Toney,221,678,904,1007,1226,1226,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254
Brook Lopez,0,0,0,0,156,156,275,275,275,275,443,601,899,1026,1121,1227,1252,1252,1252,1252,1252,1252,1252,1252,1252
Bob Lanier,0,0,0,184,245,480,564,564,564,699,822,918,1041,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244
Blake Griffin,0,210,289,595,952,1012,1073,1073,1122,1122,1230,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238
Latrell Sprewell,0,68,68,68,68,68,475,774,866,866,866,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223
Bill Bradley,33,193,428,554,813,1051,1202,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222
Allan Houston,0,0,75,248,459,829,1110,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214
Buck Williams,35,73,244,318,380,380,380,380,653,818,1019,1054,1105,1130,1154,1197,1211,1211,1211,1211,1211,1211,1211,1211,1211
Fred Brown,0,0,0,165,336,336,717,859,1047,1047,1142,1148,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197
JJ Redick,3,3,99,204,244,298,327,500,708,789,853,1035,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196
Jim McMillian,181,467,808,895,986,1141,1141,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194
Rashard Lewis,0,77,77,115,115,115,250,250,250,445,900,1080,1080,1080,1097,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192
Paul Arizin,41,118,118,118,118,407,416,604,604,841,908,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186
Shai Gilgeous-Alexander,82,196,196,196,196,498,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186
Bill Bridges,102,166,218,421,562,656,828,932,981,981,1133,1163,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185
Mark Jackson,57,189,223,225,325,401,401,569,622,622,769,915,1102,1147,1147,1183,1185,1185,1185,1185,1185,1185,1185,1185,1185
Metta World Peace,0,0,59,173,449,449,536,536,536,739,997,1092,1162,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180
Derrick McKey,60,166,166,204,351,565,720,937,1001,1001,1068,1115,1162,1168,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176
Eddie Johnson,0,0,51,51,107,107,107,320,516,636,802,1007,1007,1007,1007,1140,1168,1168,1168,1168,1168,1168,1168,1168,1168
Marques Johnson,216,216,355,528,641,839,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163
Maurice Lucas,403,506,539,539,539,539,565,860,919,1051,1149,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159
Jae Crowder,0,19,62,119,364,474,531,783,1020,1142,1149,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158
Kyle Korver,0,25,25,25,119,172,255,360,383,444,538,694,797,902,1084,1094,1156,1156,1156,1156,1156,1156,1156,1156,1156
Zach Randolph,0,97,97,97,97,97,97,97,97,386,482,743,852,1024,1076,1155,1155,1155,1155,1155,1155,1155,1155,1155,1155
Satch Sanders,89,230,358,449,608,838,882,998,1085,1085,1085,1132,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142
Vern Mikkelsen,156,265,438,582,715,811,851,939,939,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141
Derrick Rose,138,272,706,729,729,729,973,973,973,1044,1044,1044,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141
Mychal Thompson,59,59,134,134,239,300,433,509,667,899,1070,1128,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132
Anthony Edwards,0,151,309,750,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130
Archie Clark,77,306,403,471,636,796,902,953,1053,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125
Paul Silas,11,29,58,129,190,303,303,303,428,572,672,866,907,1014,1087,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
Jermaine O'Neal,0,0,14,26,65,151,288,595,803,929,929,929,1009,1030,1082,1082,1082,1124,1124,1124,1124,1124,1124,1124,1124
Bradley Beal,0,211,445,445,768,907,907,907,1057,1057,1057,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123
Sean Elliott,127,186,245,403,403,663,818,818,818,1021,1061,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
Cedric Maxwell,0,0,164,438,612,702,976,1052,1052,1114,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116
Kevin Love,0,0,0,0,0,0,57,350,653,966,966,966,966,966,1103,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112
Rolando Blackman,0,0,239,370,578,672,979,979,1039,1039,1039,1102,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
Tracy McGrady,0,0,50,185,308,530,530,745,745,922,1084,1084,1084,1084,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109
Derrick White,7,113,113,113,309,576,894,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101
Bill Cartwright,0,20,20,87,296,296,296,296,325,525,654,816,939,1059,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
Boris Diaw,0,0,374,440,513,513,543,543,630,695,906,987,1034,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
Derek Harper,50,76,210,276,506,506,564,564,564,564,827,984,1064,1064,1064,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094
Kiki Vandeweghe,0,68,282,409,611,723,822,853,926,1002,1053,1089,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093
Phil Chenier,54,143,300,712,838,1063,1063,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088
Tobias Harris,0,0,0,0,58,58,58,244,307,568,771,939,993,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087
Jeff Mullins,8,11,276,527,613,613,695,769,934,934,1072,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084
Dennis Rodman,98,262,360,486,580,616,616,641,765,900,979,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081
Bob Love,0,0,0,59,246,321,487,740,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076
Alvan Adams,341,341,373,527,656,730,848,883,1025,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076
Trevor Ariza,0,0,11,28,288,288,381,381,381,531,755,788,906,1055,1055,1055,1074,1074,1074,1074,1074,1074,1074,1074,1074
Zelmo Beaty,113,285,362,552,695,824,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071
Larry Nance,54,90,377,377,377,377,461,558,619,619,925,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070
Josh Smith,0,0,0,110,298,453,634,718,820,820,1049,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065
Toni Kukoc,93,231,393,543,818,818,911,911,911,1000,1042,1042,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064
Jamal Crawford,0,0,0,0,0,0,0,0,0,179,364,364,429,631,809,913,1001,1060,1060,1060,1060,1060,1060,1060,1060
Hidayet Turkoglu,60,198,251,328,328,328,383,558,936,936,991,1033,1033,1049,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059
Hersey Hawkins,8,243,410,410,410,410,455,714,897,1031,1031,1031,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043
Bryon Russell,16,27,199,444,663,796,936,1007,1035,1035,1035,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
Eddie Jones,87,156,257,478,478,546,603,603,603,775,980,1021,1031,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037
Nick Van Exel,0,200,247,377,528,528,528,528,617,1006,1006,1006,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032
Lenny Wilkens,170,170,321,493,557,728,921,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031
Rudy Gobert,0,0,0,104,249,305,423,585,657,732,913,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031
James Edwards,0,0,0,14,14,42,276,276,276,276,415,535,821,981,1013,1019,1019,1019,1030,1030,1030,1030,1030,1030,1030
Antoine Walker,0,0,0,0,0,354,527,576,676,983,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030
Dan Issel,132,394,467,467,467,543,706,843,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
Norm Nixon,24,147,417,475,761,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027
Robert Reid,0,20,146,485,519,519,519,557,855,984,1019,1019,1019,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025
Louis Williams,0,0,72,130,130,184,333,333,391,442,442,580,580,710,876,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015
Ron Harper,0,71,169,169,169,259,349,349,361,519,661,802,802,1000,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013
Dale Ellis,59,82,112,465,569,752,752,752,752,877,919,955,955,955,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011
Stephen Jackson,0,0,307,307,516,596,815,815,815,887,887,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003
Karl-Anthony Towns,0,0,76,76,76,76,207,298,603,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989,989
Jeff Teague,16,110,194,274,409,678,823,891,956,956,956,988,988,988,988,988,988,988,988,988,988,988,988,988,988
Luol Deng,0,61,283,283,283,377,647,731,800,800,800,986,986,986,986,986,986,986,986,986,986,986,986,986,986
Mario Elie,84,134,154,288,489,567,751,784,919,949,985,985,985,985,985,985,985,985,985,985,985,985,985,985,985
Jerry Stackhouse,0,0,0,50,124,124,300,300,300,509,811,897,928,928,979,979,979,984,984,984,984,984,984,984,984
Chris Mullin,0,113,113,348,348,538,609,609,685,685,685,685,827,951,982,982,982,982,982,982,982,982,982,982,982
Jim Pollard,130,274,369,546,718,878,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977
Josh Howard,27,228,612,740,803,961,961,961,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976,976
Michael Porter,216,390,390,657,846,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974,974
Kevin Willis,0,125,266,460,460,460,537,537,587,721,721,721,823,879,879,918,918,918,964,970,970,970,970,970,970
Nate Thurmond,120,120,120,358,358,458,458,546,673,833,833,879,966,966,966,966,966,966,966,966,966,966,966,966,966
Eric Gordon,0,0,0,0,0,0,74,74,216,478,674,882,882,882,933,965,965,965,965,965,965,965,965,965,965
Clyde Lovellette,136,253,310,431,464,556,802,925,925,943,963,963,963,963,963,963,963,963,963,963,963,963,963,963,963
Jeff Malone,24,89,199,244,372,372,372,558,889,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956
Leandro Barbosa,0,30,313,487,539,539,654,654,717,717,717,821,950,950,950,950,950,950,950,950,950,950,950,950,950
Avery Johnson,11,11,13,13,95,113,331,454,454,610,825,873,949,949,949,949,949,949,949,949,949,949,949,949,949
Calvin Murphy,0,0,0,0,195,195,427,427,453,584,928,945,945,945,945,945,945,945,945,945,945,945,945,945,945
Tim Hardaway,0,227,325,325,325,325,378,696,826,871,925,930,930,943,943,943,943,943,943,943,943,943,943,943,943
Baron Davis,23,201,404,506,633,633,633,911,911,911,911,911,942,942,942,942,942,942,942,942,942,942,942,942,942
Ben Wallace,0,0,0,0,0,73,224,460,711,795,882,923,939,939,939,939,939,939,939,939,939,939,939,939,939
George Yardley,42,216,446,503,667,893,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933
Red Kerr,152,241,317,367,497,538,614,702,770,865,928,933,933,933,933,933,933,933,933,933,933,933,933,933,933
Reggie Jackson,0,153,363,363,420,420,420,491,550,888,888,891,933,933,933,933,933,933,933,933,933,933,933,933,933
Thurl Bailey,117,286,350,428,683,719,824,892,892,892,892,892,892,892,892,929,929,929,929,929,929,929,929,929,929
Doc Rivers,68,68,182,244,432,499,499,577,653,806,806,923,926,926,926,926,926,926,926,926,926,926,926,926,926
Slater Martin,56,106,223,344,470,566,620,786,913,921,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924
Aaron Gordon,0,0,0,0,76,76,187,256,521,693,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920
Dikembe Mutombo,0,0,159,177,177,331,363,476,476,795,839,857,864,886,886,895,918,918,918,918,918,918,918,918,918
Lionel Hollins,0,328,428,449,697,860,894,894,894,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911
Myles Turner,72,115,202,241,304,304,304,304,593,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910
Anthony Mason,0,0,60,247,436,541,642,681,820,820,870,886,886,909,909,909,909,909,909,909,909,909,909,909,909
Antonio Davis,135,236,275,275,422,525,564,761,846,846,846,903,903,903,903,903,903,903,903,903,903,903,903,903,903
Larry Foust,36,66,219,260,432,600,645,645,798,876,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902
Dale Davis,8,25,148,283,319,319,460,578,768,769,776,821,821,890,892,900,900,900,900,900,900,900,900,900,900
Max Zaslofsky,149,246,290,335,585,812,812,847,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
Jerry Lucas,122,215,322,372,372,372,372,461,758,886,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896
Marcus Morris,0,0,0,0,71,71,307,430,583,815,815,841,896,896,896,896,896,896,896,896,896,896,896,896,896
Elden Campbell,57,97,167,167,324,372,478,546,546,603,724,846,846,876,888,888,888,888,888,888,888,888,888,888,888
Glen Rice,0,0,57,57,122,122,122,205,410,538,823,884,884,884,884,884,884,884,884,884,884,884,884,884,884
Dennis Schroeder,5,149,266,414,414,483,604,690,690,808,808,883,883,883,883,883,883,883,883,883,883,883,883,883,883
Scott Wedman,66,66,66,66,162,230,537,537,566,655,837,882,882,882,882,882,882,882,882,882,882,882,882,882,882
Norman Powell,68,173,185,335,482,584,584,693,770,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882
Paul Pressey,46,188,310,535,706,776,776,835,868,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881
Jeff Green,0,0,71,137,137,259,259,357,418,418,588,588,727,776,795,877,877,880,880,880,880,880,880,880,880
Goran Dragic,0,122,122,122,122,122,122,353,353,446,446,770,834,876,880,880,880,880,880,880,880,880,880,880,880
Keith Erickson,0,24,89,216,385,510,510,657,657,657,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872
Mario Chalmers,51,105,268,528,744,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872
Xavier McDaniel,0,284,390,540,540,578,804,854,854,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867
Jalen Rose,30,30,30,152,310,789,861,861,861,861,861,861,863,863,863,863,863,863,863,863,863,863,863,863,863
Larry Siegfried,7,91,315,426,659,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858
Andre Miller,0,0,0,0,77,158,240,240,332,459,553,642,721,805,849,849,858,858,858,858,858,858,858,858,858
John Salley,93,254,406,596,708,771,771,826,826,840,840,840,840,857,857,857,857,857,857,857,857,857,857,857,857
Cazzie Russell,62,192,204,382,444,515,678,678,678,678,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852
Walt Bellamy,0,0,0,209,209,282,402,402,553,657,768,850,850,850,850,850,850,850,850,850,850,850,850,850,850
Connie Simmons,0,188,236,278,430,652,797,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842
Nenê,0,39,72,72,148,161,345,402,473,473,473,610,689,689,779,810,837,837,837,837,837,837,837,837,837
Wali Jones,73,138,401,584,616,695,743,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833
Udonis Haslem,47,185,374,404,404,463,493,556,662,772,812,812,833,833,833,833,833,833,833,833,833,833,833,833,833
BJ Armstrong,64,157,318,535,688,791,791,791,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828
Calvin Natt,48,80,80,212,311,645,824,824,824,824,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826
Mark Price,0,105,169,269,269,596,713,758,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818
Zydrunas Ilgauskas,69,69,69,69,69,69,69,69,204,455,625,772,784,816,816,816,816,816,816,816,816,816,816,816,816
Caldwell Jones,92,156,270,428,567,750,750,750,760,774,789,802,806,814,814,814,814,814,814,814,814,814,814,814,814
John Wall,0,0,0,179,301,301,654,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
Shaun Livingston,0,90,90,90,90,90,90,90,90,206,311,507,580,720,809,809,809,809,809,809,809,809,809,809,809
Bruce Bowen,0,0,0,35,47,115,281,341,473,553,683,787,808,808,808,808,808,808,808,808,808,808,808,808,808
Antonio McDyess,0,0,71,71,71,71,71,71,71,272,409,502,653,705,773,807,807,807,807,807,807,807,807,807,807
Happy Hairston,12,89,153,223,223,341,545,747,755,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801
Don Ohl,63,227,312,312,573,653,653,722,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795
Antawn Jamison,0,0,0,0,0,65,250,365,493,594,594,762,762,762,791,791,791,791,791,791,791,791,791,791,791
Mikal Bridges,0,0,244,417,511,511,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791
Arnie Risen,66,89,362,456,495,584,632,669,744,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
Otis Thorpe,0,12,12,12,76,156,203,203,377,638,669,704,753,753,753,786,790,790,790,790,790,790,790,790,790
Kevin Grevey,2,89,414,658,699,699,765,765,773,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785
Kevin Duckworth,14,100,134,331,518,767,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785
Brad Daugherty,0,79,134,248,248,614,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782
Jamal Mashburn,0,0,0,178,209,259,434,683,683,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782
Kenny Smith,0,0,0,46,46,223,471,709,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780
Mookie Blaylock,0,0,38,65,208,262,433,597,656,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769
Harry Gallatin,72,137,302,453,569,623,678,678,678,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768
Tom Hawkins,59,198,252,378,479,517,540,570,712,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767
Jonas Valanciunas,0,76,121,286,398,544,544,544,619,706,706,764,764,764,764,764,764,764,764,764,764,764,764,764,764
Harrison Barnes,193,248,471,687,687,687,687,687,687,687,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
Larry Johnson (1969),0,0,0,83,83,207,350,579,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759
Caron Butler,0,167,167,278,278,390,390,508,508,594,645,758,758,758,758,758,758,758,758,758,758,758,758,758,758
Billy Cunningham,21,246,308,430,576,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757
Jack Marin,0,0,55,180,550,653,653,704,741,741,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757
PJ Brown,12,12,12,134,180,231,306,386,478,539,601,601,601,684,757,757,757,757,757,757,757,757,757,757,757
John Paxson,0,51,78,104,150,243,335,475,649,742,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748
Kirk Hinrich,0,127,250,371,371,459,521,582,616,661,716,742,747,747,747,747,747,747,747,747,747,747,747,747,747
Clint Capela,57,65,181,397,504,504,685,689,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739
Kendrick Perkins,0,9,9,9,173,339,470,547,641,665,725,735,735,735,735,735,735,735,735,735,735,735,735,735,735
Reggie Lewis,29,90,191,437,717,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734
Craig Hodges,0,0,64,253,348,348,539,610,690,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732
Antoine Carr,0,0,104,185,219,219,219,278,362,380,428,537,635,723,731,731,731,731,731,731,731,731,731,731,731
Tim Thomas,0,23,100,303,303,410,422,422,724,724,724,731,731,731,731,731,731,731,731,731,731,731,731,731,731
Tyrese Maxey,76,325,551,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730
Rick Fox,29,46,46,46,46,46,188,241,341,501,687,711,729,729,729,729,729,729,729,729,729,729,729,729,729
OG Anunoby,79,79,194,194,298,298,434,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728
Tyler Herro,335,372,561,573,657,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728
PJ Tucker,0,0,0,0,0,0,0,0,0,0,50,201,326,421,519,661,715,726,726,726,726,726,726,726,726
Brian Shaw,51,51,172,208,208,247,385,432,442,442,442,561,631,686,724,724,724,724,724,724,724,724,724,724,724
Charles Johnson,23,23,235,355,420,635,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722
Kurt Rambis,82,195,336,451,518,597,648,648,715,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719
Joe Caldwell,0,187,297,329,491,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
Jerry Sloan,13,43,86,86,160,279,342,446,546,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
Deandre Ayton,0,0,347,580,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714
Trae Young,0,0,461,538,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
John Johnson,0,0,0,0,0,0,58,280,487,673,673,711,711,711,711,711,711,711,711,711,711,711,711,711,711
Ralph Sampson,0,106,505,691,691,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711
Gerald Wilkins,0,0,80,225,371,403,510,603,664,664,664,711,711,711,711,711,711,711,711,711,711,711,711,711,711
Aaron McKie,17,48,63,63,83,221,557,610,703,703,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710
Andrew Bynum,0,20,20,164,362,506,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706
Andrew Wiggins,0,0,0,79,79,79,79,442,659,659,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705
Tom Henderson,0,0,122,324,490,546,687,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701
Rod Strickland,54,177,252,283,337,431,501,604,663,663,663,663,671,671,699,699,699,699,699,699,699,699,699,699,699
Antonio Daniels,0,27,56,232,327,349,349,501,580,633,677,691,691,691,691,691,691,691,691,691,691,691,691,691,691
